Movie_Title,new_censor
Miracle on 34th Street,unrated
Notorious,kids
La belle et la bête,unrated
The Lost Weekend,unrated
Sullivan's Travels,unrated
La règle du jeu,unrated
Secret Superstar,kids
Hindi Medium,kids
Call Me by Your Name,kids
"I, Daniel Blake",kids
Hunt for the Wilderpeople,kids
Manchester by the Sea,kids
Captain Fantastic,adults
Little Women,kids
The Lunchbox,kids
Soshite chichi ni naru,unrated
Kai po che!,kids
About Time,teens
English Vinglish,kids
Moonrise Kingdom,adults
Verdens verste menneske,adults
Once,adults
Mr. Nobody,adults
The Fall,adults
Little Miss Sunshine,kids
The Curious Case of Benjamin Button,kids
Veer-Zaara,kids
Pride & Prejudice,teens
Les choristes,teens
The Notebook,adults
Todo sobre mi madre,adults
Cast Away,kids
Being John Malkovich,adults
Gattaca,kids
Hamlet,teens
Breaking the Waves,adults
The Sandlot,kids
The Remains of the Day,kids
Misery,adults
Crimes and Misdemeanors,unrated
The Breakfast Club,kids
Kramer vs. Kramer,kids
All That Jazz,adults
Days of Heaven,unrated
La montaña sagrada,unrated
Cabaret,adults
Midnight Cowboy,adults
Guess Who's Coming to Dinner,unrated
Les parapluies de Cherbourg,unrated
My Fair Lady,kids
East of Eden,kids
The Day the Earth Stood Still,kids
His Girl Friday,unrated
You Can't Take It with You,unrated
Bride of Frankenstein,unrated
Freaks,unrated
Frankenstein,adults
Roma,teens
Sound of Metal,adults
Forushande,kids
Perfetti sconosciuti,unrated
Kapoor & Sons,kids
En man som heter Ove,teens
The Fault in Our Stars,kids
Me and Earl and the Dying Girl,teens
Birdman or (The Unexpected Virtue of Ignorance),adults
La grande bellezza,unrated
La vie d'Adèle,adults
The Broken Circle Breakdown,unrated
Rockstar,kids
Nebraska,kids
Detachment,unrated
Kokuhaku,unrated
Gravity,kids
Beasts of No Nation,unrated
Silver Linings Playbook,adults
Druk,teens
(500) Days of Summer,kids
The Boy in the Striped Pajamas,teens
Auf der anderen Seite,unrated
Flipped,kids
Ex Machina,kids
Efter brylluppet,adults
Zwartboek,adults
Brokeback Mountain,adults
The Machinist,adults
Ondskan,unrated
Lost in Translation,kids
The Magdalene Sisters,adults
Good Bye Lenin!,adults
In America,teens
Adaptation.,adults
Das Experiment,adults
Billy Elliot,kids
Hedwig and the Angry Inch,adults
Y tu mamá también,adults
Happiness,unrated
Ta'm e guilass,unrated
As Good as It Gets,adults
Chun gwong cha sit,unrated
Sense and Sensibility,kids
What's Eating Gilbert Grape,kids
Short Cuts,adults
Philadelphia,kids
Naked,unrated
The Muppet Christmas Carol,unrated
A Few Good Men,kids
Night on Earth,adults
Fried Green Tomatoes,kids
Yume,unrated
When Harry Met Sally...,kids
The Color Purple,kids
The Verdict,kids
Ordinary People,kids
Nashville,unrated
Deliverance,kids
Belle de jour,adults
Cape Fear,adults
Jules et Jim,unrated
Invasion of the Body Snatchers,unrated
The Caine Mutiny,kids
The Quiet Man,unrated
The African Queen,kids
Black Narcissus,unrated
Once Upon a Time... in Hollywood,adults
Nelyubov,adults
The Florida Project,adults
God's Own Country,unrated
Gifted,teens
The Peanut Butter Falcon,teens
Mr. Church,teens
Mustang,teens
Piku,kids
Raanjhanaa,kids
Tanu Weds Manu Returns,kids
"Oslo, 31. august",unrated
Weekend,unrated
A Star Is Born,adults
Doraibu mai kâ,unrated
Hævnen,adults
Wake Up Sid,kids
50/50,adults
Boy A,adults
Die Welle,unrated
The Reader,kids
The Visitor,teens
Seven Pounds,kids
Volver,kids
Stranger Than Fiction,teens
The Kite Runner,teens
Match Point,adults
Mysterious Skin,unrated
The Station Agent,adults
Love Actually,adults
25th Hour,adults
The Butterfly Effect,kids
I Am Sam,kids
The Royal Tenenbaums,adults
Moulin Rouge!,kids
Interstate 60: Episodes of the Road,adults
Rushmore,kids
A Little Princess,kids
The Bridges of Madison County,adults
Trois couleurs: Blanc,kids
The Commitments,kids
Barton Fink,adults
Dangerous Liaisons,adults
Withnail & I,unrated
"Planes, Trains & Automobiles",kids
The Fly,adults
On Golden Pond,kids
Close Encounters of the Third Kind,kids
Le locataire,kids
Walkabout,kids
Romeo and Juliet,kids
Repulsion,unrated
Breakfast at Tiffany's,adults
Peeping Tom,unrated
Les yeux sans visage,unrated
Rebel Without a Cause,kids
Sabrina,unrated
From Here to Eternity,unrated
Gilda,unrated
Lifeboat,unrated
The Magnificent Ambersons,unrated
Waves,adults
The Farewell,kids
Dolor y gloria,adults
A Quiet Place,adults
Zimna wojna,adults
The Big Sick,kids
"Love, Simon",adults
Nocturnal Animals,teens
Miss Sloane,kids
Still Alice,teens
Brooklyn,kids
No se aceptan devoluciones,teens
Les Misérables,adults
Boy,unrated
The Art of Racing in the Rain,kids
Disconnect,teens
A Single Man,adults
Tyrannosaur,unrated
Entre les murs,teens
The Hurt Locker,adults
The Book Thief,teens
Juno,teens
The Wind that Shakes the Barley,unrated
Babel,adults
Thank You for Smoking,adults
Die fetten Jahre sind vorbei,adults
Little Children,kids
"Synecdoche, New York",adults
Sideways,adults
Jeux d'enfants,adults
Secondhand Lions,kids
Whale Rider,teens
28 Days Later...,adults
The Hours,teens
Life as a House,kids
La pianiste,adults
Devdas,kids
You Can Count on Me,unrated
Kuch Kuch Hota Hai,kids
Dil Se..,adults
Fucking Åmål,unrated
Pleasantville,kids
Fear and Loathing in Las Vegas,adults
The Sweet Hereafter,adults
Leaving Las Vegas,adults
La cité des enfants perdus,adults
Interview with the Vampire: The Vampire Chronicles,adults
Stalingrad,unrated
The Piano,unrated
Husbands and Wives,adults
The Fisher King,adults
Field of Dreams,kids
"Mujeres al borde de un ataque de ""nervios""",unrated
The Last Temptation of Christ,adults
Le grand bleu,kids
Sophie's Choice,unrated
Hair,unrated
The Last Detail,unrated
Le mépris,unrated
Never Rarely Sometimes Always,teens
Eighth Grade,adults
Downton Abbey,kids
Dear Zindagi,kids
Phantom Thread,kids
Moonlight,adults
Lady Bird,adults
Saul fia,adults
A Monster Calls,kids
The Jungle Book,kids
Ida,teens
Me Before You,kids
Mudbound,adults
Frances Ha,adults
De rouille et d'os,adults
Inside Llewyn Davis,adults
Begin Again,adults
Mud,kids
What Maisie Knew,adults
Le gamin au vélo,teens
The Way Way Back,teens
"Crazy, Stupid, Love.",adults
Another Year,teens
J'ai tué ma mère,unrated
Up in the Air,adults
City Island,teens
Biutiful,adults
C'mon C'mon,adults
Minari,kids
Hokkabaz,unrated
The Bucket List,kids
Reign Over Me,adults
Jaane Tu... Ya Jaane Na,kids
Organize Isler,unrated
The Painted Veil,teens
Keith,teens
August Rush,kids
Transamerica,adults
Everything Is Illuminated,teens
The Terminal,kids
Garden State,adults
My Life Without Me,adults
El espinazo del diablo,kids
Kabhi Khushi Kabhie Gham...,kids
Malèna,adults
2046,adults
High Fidelity,adults
SLC Punk!,adults
The Cider House Rules,kids
The Ice Storm,adults
Buffalo '66,adults
The English Patient,adults
Welcome to the Dollhouse,adults
Smoke,adults
Howards End,kids
Dracula,kids
Hoosiers,kids
Witness,kids
Stranger Than Paradise,unrated
The Natural,kids
Terms of Endearment,adults
Tootsie,kids
Nosferatu: Phantom der Nacht,unrated
The China Syndrome,kids
Cross of Iron,adults
American Graffiti,kids
M*A*S*H,adults
Five Easy Pieces,kids
Oliver!,kids
The Wrong Man,kids
An Affair to Remember,unrated
The Man Who Knew Too Much,kids
Dracula,unrated
Nomadland,kids
Hustle,teens
Instant Family,teens
Mid90s,adults
Doctor Sleep,adults
The Shape of Water,adults
Paterson,adults
Demain tout commence,unrated
20th Century Women,adults
The Nightingale,adults
Toni Erdmann,adults
Pek Yakinda,unrated
La famille Bélier,unrated
Youth,adults
Tamasha,kids
The Hundred-Foot Journey,kids
Chef,adults
"Deux jours, une nuit",teens
The Fundamentals of Caring,teens
Blue Jasmine,teens
Flight,kids
The Edge of Seventeen,adults
Take Shelter,adults
The Way,unrated
Submarine,adults
Barney's Version,adults
In the Heights,teens
The Guernsey Literary and Potato Peel Pie Society,unrated
È stata la mano di Dio,adults
Fish Tank,unrated
Jane Eyre,kids
You're Not You,adults
An Education,teens
The Boat That Rocked,adults
Blue Valentine,adults
My Sister's Keeper,teens
The Descendants,adults
Revolutionary Road,teens
Precious,adults
Lars and the Real Girl,teens
Sweeney Todd: The Demon Barber of Fleet Street,adults
Memoirs of a Geisha,kids
Eight Below,kids
North Country,adults
The Squid and the Whale,adults
The Secret Life of Walter Mitty,kids
Far from Heaven,teens
L'auberge espagnole,adults
A Walk to Remember,kids
Punch-Drunk Love,adults
Monsoon Wedding,adults
Chocolat,kids
Finding Forrester,kids
Ghost World,adults
10 Things I Hate About You,kids
Dogma,adults
Carne trémula,adults
Jerry Maguire,kids
Murder in the First,adults
Mr. Holland's Opus,kids
Little Women,kids
The Secret Garden,unrated
Much Ado About Nothing,kids
A League of Their Own,kids
Steel Magnolias,kids
Say Anything...,kids
Driving Miss Daisy,kids
The Unbearable Lightness of Being,adults
Big,kids
The NeverEnding Story,kids
Possession,unrated
Excalibur,adults
Rocky II,kids
Slap Shot,kids
Easy Rider,adults
The French Dispatch,adults
A Quiet Place Part II,adults
Honey Boy,adults
Palmer,adults
Five Feet Apart,kids
Jolly LLB 2,kids
Una Mujer Fantástica,adults
The Square,adults
Christopher Robin,kids
The Wife,kids
T2 Trainspotting,adults
Fences,kids
The Light Between Oceans,teens
Carol,adults
Stuck in Love,teens
Yeh Jawaani Hai Deewani,kids
St. Vincent,teens
Beasts of the Southern Wild,teens
Turist,adults
Ruby Sparks,adults
A Dog's Purpose,kids
Shame,adults
Only Lovers Left Alive,adults
The Age of Adaline,teens
Beginners,adults
The Best Exotic Marigold Hotel,kids
Kynodontas,unrated
The Great Gatsby,adults
August: Osage County,adults
Crazy Heart,adults
Soul Kitchen,unrated
Enter the Void,adults
Adam,teens
Rab Ne Bana Di Jodi,kids
Don't Look Up,adults
Licorice Pizza,adults
Los abrazos rotos,adults
The Road,adults
The Darjeeling Limited,adults
Wristcutters: A Love Story,adults
Peaceful Warrior,teens
Candy,adults
The Secret Life of Bees,teens
Me and You and Everyone We Know,adults
"Paris, je t'aime",adults
Bridge to Terabithia,kids
Speak,teens
Closer,adults
The Woodsman,adults
La science des rêves,adults
The Passion of the Christ,adults
8 Mile,kids
The Phantom of the Opera,kids
About Schmidt,kids
Pay It Forward,kids
A.I. Artificial Intelligence,kids
Wonder Boys,adults
The Virgin Suicides,adults
Sweet and Lowdown,teens
Notting Hill,kids
Meet Joe Black,adults
The Full Monty,kids
Chasing Amy,adults
Swingers,kids
Friday,adults
Muriel's Wedding,adults
The Hudsucker Proxy,kids
Arizona Dream,kids
The Age of Innocence,kids
Strictly Ballroom,kids
A River Runs Through It,kids
Bitter Moon,adults
Pump Up the Volume,kids
"Sex, Lies, and Videotape",adults
Dead Ringers,kids
Broadcast News,adults
A Room with a View,unrated
The Dead Zone,adults
Somewhere in Time,unrated
Fahrenheit 451,kids
Dracula,adults
"20,000 Leagues Under the Sea",unrated
An American in Paris,kids
The King of Staten Island,adults
If Beale Street Could Talk,adults
Creed II,kids
Leave No Trace,kids
45 Years,adults
The Lobster,adults
X+Y,teens
Far from the Madding Crowd,teens
Locke,adults
The Intern,kids
The Kings of Summer,adults
The Spectacular Now,adults
Carnage,adults
Margin Call,adults
Win Win,adults
Les amours imaginaires,unrated
The Master,adults
Melancholia,kids
Les petits mouchoirs,unrated
Remember Me,teens
We Bought a Zoo,kids
Never Let Me Go,adults
Madres paralelas,adults
Runway 34,kids
The Ides of March,adults
One Night in Miami...,adults
De slag om de Schelde,adults
"Definitely, Maybe",kids
It's Kind of a Funny Story,teens
Forgetting Sarah Marshall,kids
The Messenger,adults
Everybody's Fine,teens
The Savages,adults
Brothers,kids
Bakjwi,adults
Vicky Cristina Barcelona,adults
Things We Lost in the Fire,adults
Gwoemul,kids
Half Nelson,adults
Cashback,adults
The Time Traveler's Wife,adults
A Love Song for Bobby Long,adults
The Dreamers,adults
Monster's Ball,kids
White Oleander,kids
About a Boy,kids
Lucía y el sexo,adults
The Believer,adults
Wag the Dog,adults
Beautiful Girls,adults
Four Weddings and a Funeral,adults
Mrs. Doubtfire,kids
Benny & Joon,kids
Ghost,adults
Moonstruck,kids
Nineteen Eighty-Four,adults
The Big Chill,kids
The World According to Garp,unrated
Fast Times at Ridgemont High,kids
Catch-22,adults
Grave,adults
Er ist wieder da,unrated
To All the Boys I've Loved Before,teens
American Honey,adults
The Little Death,unrated
The One I Love,adults
Fathers & Daughters,adults
Enough Said,teens
Aashiqui 2,kids
Holy Motors,unrated
The Upside,teens
Now Is Good,teens
People Like Us,teens
One Day,adults
Perfect Sense,adults
Passengers,kids
Easy A,adults
Away We Go,adults
Demolition,teens
Pieces of a Woman,adults
Two Lovers,adults
Thappad,kids
Happy-Go-Lucky,adults
A Serious Man,adults
Rabbit Hole,teens
Suite Française,unrated
The Kids Are All Right,adults
Marley & Me,kids
We Are Marshall,kids
Angel-A,adults
Waitress,teens
P.S. I Love You,adults
Hard Candy,adults
The Merchant of Venice,adults
Coffee and Cigarettes,kids
An Unfinished Life,teens
If Only,teens
The Quiet American,kids
Mohabbatein,kids
Tigerland,adults
Ever After,kids
Kids,adults
Grumpy Old Men,kids
My Own Private Idaho,adults
Parenthood,adults
Some Kind of Wonderful,unrated
Dirty Dancing,kids
The Color of Money,adults
An Officer and a Gentleman,adults
The Way We Were,kids
The Half of It,teens
Climax,adults
Blinded by the Light,teens
Last Flag Flying,adults
Sorry to Bother You,teens
The Meyerowitz Stories (New and Selected),unrated
Swiss Army Man,adults
Finch,teens
Crazy Rich Asians,kids
Camp X-Ray,adults
2 States,kids
A Girl Walks Home Alone at Night,unrated
Labor Day,teens
Nymphomaniac: Vol. I,unrated
Safety Not Guaranteed,adults
Trolljegeren,teens
Cinderella,kids
Hector and the Search for Happiness,adults
Frank,adults
Another Earth,teens
Hesher,adults
World's Greatest Dad,adults
Whip It,teens
The Wackness,adults
Water for Elephants,adults
Ma Rainey's Black Bottom,teens
Black Snake Moan,adults
The Devil Wears Prada,kids
Charlie Bartlett,adults
A Good Year,kids
Syriana,kids
Calendar Girls,teens
The Cooler,adults
Igby Goes Down,adults
Secretary,adults
The Majestic,kids
The Rookie,unrated
Shadow of the Vampire,adults
Bicentennial Man,kids
Any Given Sunday,adults
He Got Game,adults
What Dreams May Come,teens
Velvet Goldmine,adults
That Thing You Do!,kids
Fly Away Home,kids
Babe,kids
Homeward Bound: The Incredible Journey,kids
Naked Lunch,unrated
My Girl,kids
Scrooged,kids
Beaches,kids
Fatal Attraction,adults
Ladyhawke,kids
Ultimo tango a Parigi,adults
Play Misty for Me,adults
Love Story,kids
Arctic,teens
A Ghost Story,adults
Calibre,unrated
Wildlife,teens
To the Bone,unrated
Under the Shadow,teens
The Diary of a Teenage Girl,kids
Man Up,adults
Draft Day,teens
Trouble with the Curve,kids
The First Time,teens
Stoker,adults
The Vow,kids
Contagion,kids
The Skeleton Twins,adults
Anonymous,teens
Goon,adults
Salmon Fishing in the Yemen,kids
The Debt,adults
Adventureland,kids
Sunshine Cleaning,kids
Rendition,adults
Dan in Real Life,kids
The Tree of Life,kids
The Hunting Party,adults
Before We Go,kids
The Lake House,kids
Primer,teens
50 First Dates,kids
Thirteen,teens
Rent,adults
One Hour Photo,adults
The Family Man,teens
Ginger Snaps,adults
Bringing Out the Dead,adults
Idioterne,adults
Cruel Intentions,kids
Stepmom,kids
Lolita,kids
Great Expectations,adults
Bulworth,adults
The Ghost and the Darkness,adults
The American President,kids
Sleepless in Seattle,kids
Working Girl,kids
Heartbreak Ridge,adults
Rocky IV,kids
Rocky III,kids
Saturday Night Fever,kids
Emma.,teens
Three Thousand Years of Longing,adults
The Lost Daughter,adults
The Way Back,adults
The Call of the Wild,kids
The Professor,adults
Hillbilly Elegy,adults
Moxie,teens
Collateral Beauty,teens
Purple Hearts,teens
Popstar: Never Stop Never Stopping,adults
The Tender Bar,teens
Obvious Child,adults
Mistress America,adults
Jeune et jolie,adults
Clouds of Sils Maria,adults
Jab Tak Hai Jaan,kids
Miss Peregrine's Home for Peculiar Children,kids
Liberal Arts,teens
Your Sister's Sister,adults
Killer Joe,adults
The Hunter,adults
Happythankyoumoreplease,adults
This Must Be the Place,adults
If I Stay,kids
Seeking a Friend for the End of the World,adults
The Company Men,adults
Rachel Getting Married,adults
The Proposal,adults
Ghost Town,teens
The Jane Austen Book Club,adults
2 Days in Paris,unrated
Love & Other Drugs,kids
Fido,adults
Hairspray,kids
Just Like Heaven,kids
Imagine Me & You,adults
The Exorcism of Emily Rose,adults
Where the Wild Things Are,kids
Goal!,kids
Something's Gotta Give,teens
Saved!,teens
Under the Tuscan Sun,teens
Bend It Like Beckham,kids
The Girl Next Door,adults
Unfaithful,adults
Bridget Jones's Diary,adults
Sweet November,adults
Where the Heart Is,kids
But I'm a Cheerleader,adults
The Legend of Bagger Vance,kids
"Mystery, Alaska",adults
You've Got Mail,kids
Blast from the Past,kids
The Shipping News,kids
City of Angels,adults
Sliding Doors,unrated
Primary Colors,adults
Romeo + Juliet,kids
Marvin's Room,kids
While You Were Sleeping,kids
A Walk in the Clouds,kids
Now and Then,teens
Empire Records,kids
Don Juan DeMarco,teens
The Man Without a Face,kids
Singles,teens
The Hand That Rocks the Cradle,adults
Cronos,adults
Regarding Henry,kids
L.A. Story,kids
Frankie and Johnny,adults
Mermaids,kids
Can't Buy Me Love,kids
Pretty in Pink,kids
Cocoon,kids
THX 1138,kids
The Green Knight,kids
Happiest Season,teens
I'm Thinking of Ending Things,teens
Glass,kids
Disobedience,adults
Ingrid Goes West,adults
Midnight Sun,kids
Fatherhood,teens
Café Society,teens
Max,kids
"Men, Women & Children",adults
Wish I Was Here,adults
Burnt,adults
Nymphomaniac: Vol. II,unrated
Bad Words,adults
Promised Land,adults
The Best of Me,adults
The Immigrant,adults
Anna Karenina,adults
Arbitrage,adults
Like Crazy,teens
Safe Haven,adults
Elysium,adults
The Odd Life of Timothy Green,kids
Celeste & Jesse Forever,adults
This Is Where I Leave You,adults
The Beaver,teens
Malcolm & Marie,adults
Last Vegas,adults
Titane,adults
Nick and Norah's Infinite Playlist,teens
My Blueberry Nights,teens
Chaos Theory,teens
Take the Lead,teens
Dreamgirls,teens
A Lot Like Love,kids
The Weather Man,adults
The Lovely Bones,kids
May,adults
The Rules of Attraction,unrated
My Big Fat Greek Wedding,kids
The Beach,adults
For Love of the Game,kids
The Parent Trap,kids
A Civil Action,kids
Gummo,adults
Emma,kids
"To Wong Foo Thanks for Everything, Julie Newmar",kids
French Kiss,kids
Reality Bites,kids
Heavyweights,kids
The Mosquito Coast,kids
Footloose,kids
Mr. Mom,unrated
The Hunger,unrated
Annie,kids
Victory,unrated
The Man Who Fell to Earth,unrated
Silent Running,kids
Torn Curtain,kids
Da 5 Bloods,adults
Last Christmas,kids
His House,teens
It Chapter Two,adults
Oxygène,teens
Late Night,teens
Dumplin',teens
All the Bright Places,adults
The Choice,kids
Gerald's Game,adults
Sleeping with Other People,adults
Magic in the Moonlight,teens
The Second Best Exotic Marigold Hotel,kids
Mowgli,teens
Barefoot,teens
Don Jon,teens
Upstream Color,unrated
Entourage,adults
The Art of Getting By,teens
Take This Waltz,adults
"Jeff, Who Lives at Home",adults
Byzantium,adults
Bridget Jones's Baby,adults
Last Night,adults
Due Date,kids
It's Complicated,adults
Hereafter,kids
Morning Glory,teens
Dog,kids
Life as We Know It,kids
Letters to Juliet,kids
Antichrist,adults
Youth in Revolt,adults
The Sisterhood of the Traveling Pants,kids
Casanova,adults
In Her Shoes,kids
In Good Company,teens
Mona Lisa Smile,kids
Changing Lanes,adults
Varsity Blues,adults
Instinct,adults
One Fine Day,kids
The Santa Clause,kids
Nell,teens
Miracle on 34th Street,kids
The Mighty Ducks,kids
Flatliners,adults
Atrangi Re,teens
On the Rocks,adults
Ghost Stories,kids
The Ottoman Lieutenant,adults
The Space Between Us,teens
Cake,adults
Il racconto dei racconti - Tale of Tales,adults
Love & Friendship,kids
Black Sea,adults
The Mountain Between Us,kids
A Bigger Splash,adults
Laggies,adults
Thanks for Sharing,adults
Step Up Revolution,kids
Grudge Match,adults
Our Idiot Brother,adults
The Woman in Black,kids
Everything Must Go,adults
Monsters,adults
Stake Land,adults
Charlie St. Cloud,teens
The Company You Keep,adults
The Joneses,adults
Burlesque,kids
Choke,adults
He's Just Not That Into You,teens
The Experiment,adults
17 Again,kids
Snitch,kids
The Giver,teens
The Last Kiss,adults
In the Land of Women,teens
Click,adults
Melinda and Melinda,teens
Spanglish,teens
Shortbus,unrated
Beyond Borders,kids
The Good Girl,adults
Hard Ball,teens
Keeping the Faith,kids
Along Came a Spider,adults
Rules of Engagement,kids
Big Daddy,kids
Tin Cup,kids
Phenomenon,kids
Crash,unrated
The Craft,adults
It Could Happen to You,kids
The Good Son,adults
Single White Female,adults
Lord of the Flies,kids
Always,kids
Peggy Sue Got Married,kids
The Great Gatsby,kids
Dýrið,adults
Prospect,adults
The Beguiled,adults
"Everything, Everything",kids
Cargo,unrated
Delivery Man,kids
Third Person,adults
Hours,kids
Young Adult,kids
Hope Springs,kids
Somewhere,adults
Upside Down,teens
Cyrus,adults
Funny People,adults
You Will Meet a Tall Dark Stranger,adults
To All the Boys: Always and Forever,teens
"Angus, Thongs and Perfect Snogging",kids
Take Me Home Tonight,adults
No Reservations,kids
A Long Way Down,adults
Stick It,teens
Tideland,adults
Elizabethtown,teens
The Family Stone,kids
Barbershop,teens
Hart's War,kids
Rock Star,kids
Celebrity,adults
My Best Friend's Wedding,kids
Sabrina,kids
Frankenstein,adults
Forever Young,kids
Doc Hollywood,unrated
Mystic Pizza,unrated
St. Elmo's Fire,kids
The Perfection,unrated
Wonder Wheel,teens
The Discovery,unrated
Colossal,adults
Krampus,teens
Girls Trip,adults
Before I Wake,teens
Trainwreck,adults
The Shack,teens
Blockers,unrated
Palo Alto,adults
Endless Love,teens
Maps to the Stars,adults
Adoration,adults
American Mary,adults
This Is 40,adults
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",kids
A Little Bit of Heaven,teens
Jug Jugg Jeeyo,kids
Frozen,adults
Diary of a Wimpy Kid,kids
The Five-Year Engagement,kids
Don't Worry Darling,adults
Wall Street: Money Never Sleeps,teens
Step Up 2: The Streets,kids
The Sisterhood of the Traveling Pants 2,kids
Sydney White,kids
"New York, I Love You",adults
The Nanny Diaries,teens
Man of the Year,teens
Prime,teens
Alfie,adults
Shall We Dance?,teens
Fever Pitch,kids
The Human Stain,adults
Jersey Girl,kids
Orange County,teens
Save the Last Dance,kids
Message in a Bottle,kids
Practical Magic,adults
Fear,unrated
Wolf,adults
Sleeping with the Enemy,adults
Flashdance,kids
Book Club,adults
I Kill Giants,teens
We Are Your Friends,adults
A Hologram for the King,adults
Drinking Buddies,adults
Dear White People,adults
Magic Mike,adults
She's Funny That Way,adults
Friends with Kids,adults
10 Years,teens
Larry Crowne,kids
Beautiful Creatures,teens
Men,adults
Coriolanus,kids
Greenberg,adults
Step Up 3D,kids
Wild Child,kids
The Switch,kids
Bug,adults
The Rum Diary,adults
The Final Cut,teens
Uptown Girls,teens
S1m0ne,kids
The Tailor of Panama,adults
28 Days,kids
Edtv,adults
Fools Rush In,teens
The Cable Guy,kids
Disclosure,adults
D2: The Mighty Ducks,kids
3 Men and a Baby,kids
To All the Boys: P.S. I Still Love You,teens
The Princess Switch,kids
Destination Wedding,kids
War Machine,unrated
Love,adults
Equals,teens
The Machine,adults
Z for Zachariah,teens
The Last Song,kids
How to Be Single,adults
Jayeshbhai Jordaar,kids
Nights in Rodanthe,kids
Nim's Island,kids
Ice Princess,kids
Leatherheads,teens
Raising Helen,teens
On the Road,adults
Bridget Jones: The Edge of Reason,kids
Shallow Hal,kids
Never Been Kissed,kids
Pushing Tin,adults
Hope Floats,kids
The Indian in the Cupboard,kids
Indecent Proposal,adults
Free Willy,kids
Step Up All In,kids
Into the Woods,kids
Victor Frankenstein,teens
Rock of Ages,adults
Gehraiyaan,adults
The Prom,teens
Georgia Rule,adults
Catch and Release,teens
Dirty Dancing: Havana Nights,teens
Drumline,teens
Joe Dirt,kids
Captain Corelli's Mandolin,adults
Drop Dead Fred,kids
Cocktail,adults
Nine 1/2 Weeks,adults
Home Again,kids
The Cobbler,teens
Sierra Burgess Is a Loser,teens
Second Act,adults
Carrie,adults
The Guilt Trip,teens
To the Wonder,adults
The Divide,adults
Table 19,teens
Downsizing,adults
Spread,adults
Footloose,kids
Nine,adults
The Wolfman,adults
A Thousand Words,kids
Something Borrowed,teens
Goal II: Living the Dream,teens
The Break-Up,kids
Friends with Money,adults
Open Water,kids
What a Girl Wants,kids
Ken Park,unrated
Babe: Pig in the City,unrated
54,adults
Jack,teens
The Blue Lagoon,adults
Salò o le 120 giornate di Sodoma,adults
Child's Play,adults
Aftermath,adults
Admission,teens
What to Expect When You're Expecting,adults
Persuasion,kids
Death at a Funeral,adults
Sex and the City,kids
Four Christmases,kids
Blue Crush,kids
Friday After Next,adults
Coyote Ugly,kids
Michael,kids
Beethoven,kids
Short Circuit 2,kids
The Marksman,kids
Mother's Day,kids
47 Meters Down,kids
Magic Mike XXL,adults
Knight of Cups,adults
The Big Wedding,adults
Maggie,teens
Mirror Mirror,kids
Paranoia,teens
The Midnight Sky,teens
Love Happens,teens
What Just Happened,adults
Autumn in New York,kids
Boomerang,adults
The Bonfire of the Vanities,kids
The Twilight Saga: Breaking Dawn - Part 2,kids
House at the End of the Street,teens
Beastly,teens
The Day the Earth Stood Still,kids
High-Rise,adults
Rumor Has It...,kids
Dreamcatcher,adults
Replicas,teens
Unfinished Business,adults
Stone,adults
How Do You Know,teens
Aloha,teens
Laal Singh Chaddha,kids
Stomp the Yard,teens
Jack Frost,kids
The Astronaut's Wife,adults
3 Men and a Little Lady,unrated
Radhe Shyam,kids
The Silence,teens
The Circle,kids
After,adults
Annie,kids
The Dilemma,kids
Twilight,kids
Honey,kids
Maid in Manhattan,adults
Rocky V,kids
Zero,kids
Alvin and the Chipmunks,kids
Queen of the Damned,adults
Spawn,adults
Pinocchio,kids
Toys,kids
47 Meters Down: Uncaged,adults
Dilwale,kids
The Twilight Saga: Eclipse,kids
Obsessed,teens
After We Collided,adults
The Happening,kids
Showgirls,adults
Sliver,adults
The NeverEnding Story II: The Next Chapter,kids
Knock Knock,adults
The Twilight Saga: Breaking Dawn - Part 1,adults
Did You Hear About the Morgans?,teens
High School Musical 3: Senior Year,kids
Shamshera,kids
The Woman in Black 2: Angel of Death,teens
Godsend,kids
Bharat,kids
IO,unrated
Bodyguard,kids
In the Land of Blood and Honey,adults
The Twilight Saga: New Moon,kids
The Marine,teens
God's Not Dead,kids
Driven,kids
Fifty Shades Freed,adults
Fifty Shades Darker,adults
Sex and the City 2,adults
Hannah Montana: The Movie,unrated
The Butterfly Effect 2,kids
The Next Karate Kid,kids
LOL,adults
Fifty Shades of Grey,adults
You Got Served,teens
Krym,unrated
The Room,kids
Mignonnes,adults
Spy Kids 4: All the Time in the World,kids
Crossroads,teens
365 dni,adults
Liger,kids
Cats,kids
Gunday,kids
Smolensk,unrated
Sadak 2,teens
Back to the Future,kids
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,adults
Le fabuleux destin d'Amélie Poulain,kids
Singin' in the Rain,kids
Monty Python and the Holy Grail,kids
Some Like It Hot,kids
To Be or Not to Be,unrated
It Happened One Night,unrated
The Circus,unrated
G.O.R.A.,adults
Life of Brian,unrated
Annie Hall,adults
Young Frankenstein,adults
Roman Holiday,kids
Shaun of the Dead,kids
This Is Spinal Tap,unrated
A Christmas Story,kids
The Philadelphia Story,unrated
Paddington 2,kids
Vicky Donor,kids
Back to the Future Part II,kids
Ferris Bueller's Day Off,kids
Le charme discret de la bourgeoisie,unrated
Mary Poppins,kids
